name	display_name	description
cvariegatus_homolog_perc_id_r1	%id. query gene identical to target Sheepshead minnow gene	
cvariegatus_homolog_goc_score	Sheepshead minnow Gene-order conservation score	
cvariegatus_homolog_wga_coverage	Sheepshead minnow Whole-genome alignment coverage	
cvariegatus_homolog_orthology_confidence	Sheepshead minnow orthology confidence [0 low, 1 high]	
saraneus_homolog_ensembl_gene	Shrew gene stable ID	
saraneus_homolog_associated_gene_name	Shrew gene name	
saraneus_homolog_ensembl_peptide	Shrew protein or transcript stable ID	
saraneus_homolog_chromosome	Shrew chromosome/scaffold name	
saraneus_homolog_chrom_start	Shrew chromosome/scaffold start (bp)	
saraneus_homolog_chrom_end	Shrew chromosome/scaffold end (bp)	
saraneus_homolog_canonical_transcript_protein	Query protein or transcript ID	
saraneus_homolog_subtype	Last common ancestor with Shrew	
saraneus_homolog_orthology_type	Shrew homology type	
saraneus_homolog_perc_id	%id. target Shrew gene identical to query gene	
saraneus_homolog_perc_id_r1	%id. query gene identical to target Shrew gene	
saraneus_homolog_goc_score	Shrew Gene-order conservation score	
saraneus_homolog_wga_coverage	Shrew Whole-genome alignment coverage	
saraneus_homolog_orthology_confidence	Shrew orthology confidence [0 low, 1 high]	
mpahari_homolog_ensembl_gene	Shrew mouse gene stable ID	
mpahari_homolog_associated_gene_name	Shrew mouse gene name	
mpahari_homolog_ensembl_peptide	Shrew mouse protein or transcript stable ID	
mpahari_homolog_chromosome	Shrew mouse chromosome/scaffold name	
mpahari_homolog_chrom_start	Shrew mouse chromosome/scaffold start (bp)	
mpahari_homolog_chrom_end	Shrew mouse chromosome/scaffold end (bp)	
mpahari_homolog_canonical_transcript_protein	Query protein or transcript ID	
mpahari_homolog_subtype	Last common ancestor with Shrew mouse	
mpahari_homolog_orthology_type	Shrew mouse homology type	
mpahari_homolog_perc_id	%id. target Shrew mouse gene identical to query gene	
mpahari_homolog_perc_id_r1	%id. query gene identical to target Shrew mouse gene	
mpahari_homolog_goc_score	Shrew mouse Gene-order conservation score	
mpahari_homolog_wga_coverage	Shrew mouse Whole-genome alignment coverage	
mpahari_homolog_orthology_confidence	Shrew mouse orthology confidence [0 low, 1 high]	
bsplendens_homolog_ensembl_gene	Siamese fighting fish gene stable ID	
bsplendens_homolog_associated_gene_name	Siamese fighting fish gene name	
bsplendens_homolog_ensembl_peptide	Siamese fighting fish protein or transcript stable ID	
bsplendens_homolog_chromosome	Siamese fighting fish chromosome/scaffold name	
bsplendens_homolog_chrom_start	Siamese fighting fish chromosome/scaffold start (bp)	
bsplendens_homolog_chrom_end	Siamese fighting fish chromosome/scaffold end (bp)	
bsplendens_homolog_canonical_transcript_protein	Query protein or transcript ID	
bsplendens_homolog_subtype	Last common ancestor with Siamese fighting fish	
bsplendens_homolog_orthology_type	Siamese fighting fish homology type	
bsplendens_homolog_perc_id	%id. target Siamese fighting fish gene identical to query gene	
bsplendens_homolog_perc_id_r1	%id. query gene identical to target Siamese fighting fish gene	
bsplendens_homolog_goc_score	Siamese fighting fish Gene-order conservation score	
bsplendens_homolog_wga_coverage	Siamese fighting fish Whole-genome alignment coverage	
bsplendens_homolog_orthology_confidence	Siamese fighting fish orthology confidence [0 low, 1 high]	
mmoschiferus_homolog_ensembl_gene	Siberian musk deer gene stable ID	
mmoschiferus_homolog_associated_gene_name	Siberian musk deer gene name	
mmoschiferus_homolog_ensembl_peptide	Siberian musk deer protein or transcript stable ID	
mmoschiferus_homolog_chromosome	Siberian musk deer chromosome/scaffold name	
mmoschiferus_homolog_chrom_start	Siberian musk deer chromosome/scaffold start (bp)	
mmoschiferus_homolog_chrom_end	Siberian musk deer chromosome/scaffold end (bp)	
mmoschiferus_homolog_canonical_transcript_protein	Query protein or transcript ID	
mmoschiferus_homolog_subtype	Last common ancestor with Siberian musk deer	
mmoschiferus_homolog_orthology_type	Siberian musk deer homology type	
mmoschiferus_homolog_perc_id	%id. target Siberian musk deer gene identical to query gene	
mmoschiferus_homolog_perc_id_r1	%id. query gene identical to target Siberian musk deer gene	
mmoschiferus_homolog_goc_score	Siberian musk deer Gene-order conservation score	
mmoschiferus_homolog_wga_coverage	Siberian musk deer Whole-genome alignment coverage	
mmoschiferus_homolog_orthology_confidence	Siberian musk deer orthology confidence [0 low, 1 high]	
choffmanni_homolog_ensembl_gene	Sloth gene stable ID	
choffmanni_homolog_associated_gene_name	Sloth gene name	
choffmanni_homolog_ensembl_peptide	Sloth protein or transcript stable ID	
choffmanni_homolog_chromosome	Sloth chromosome/scaffold name	
choffmanni_homolog_chrom_start	Sloth chromosome/scaffold start (bp)	
choffmanni_homolog_chrom_end	Sloth chromosome/scaffold end (bp)	
choffmanni_homolog_canonical_transcript_protein	Query protein or transcript ID	
choffmanni_homolog_subtype	Last common ancestor with Sloth	
choffmanni_homolog_orthology_type	Sloth homology type	
choffmanni_homolog_perc_id	%id. target Sloth gene identical to query gene	
choffmanni_homolog_perc_id_r1	%id. query gene identical to target Sloth gene	
choffmanni_homolog_goc_score	Sloth Gene-order conservation score	
choffmanni_homolog_wga_coverage	Sloth Whole-genome alignment coverage	
choffmanni_homolog_orthology_confidence	Sloth orthology confidence [0 low, 1 high]	
catys_homolog_ensembl_gene	Sooty mangabey gene stable ID	
catys_homolog_associated_gene_name	Sooty mangabey gene name	
catys_homolog_ensembl_peptide	Sooty mangabey protein or transcript stable ID	
catys_homolog_chromosome	Sooty mangabey chromosome/scaffold name	
catys_homolog_chrom_start	Sooty mangabey chromosome/scaffold start (bp)	
catys_homolog_chrom_end	Sooty mangabey chromosome/scaffold end (bp)	
catys_homolog_canonical_transcript_protein	Query protein or transcript ID	
catys_homolog_subtype	Last common ancestor with Sooty mangabey	
catys_homolog_orthology_type	Sooty mangabey homology type	
catys_homolog_perc_id	%id. target Sooty mangabey gene identical to query gene	
catys_homolog_perc_id_r1	%id. query gene identical to target Sooty mangabey gene	
catys_homolog_goc_score	Sooty mangabey Gene-order conservation score	
catys_homolog_wga_coverage	Sooty mangabey Whole-genome alignment coverage	
catys_homolog_orthology_confidence	Sooty mangabey orthology confidence [0 low, 1 high]	
pcatodon_homolog_ensembl_gene	Sperm whale gene stable ID	
pcatodon_homolog_associated_gene_name	Sperm whale gene name	
pcatodon_homolog_ensembl_peptide	Sperm whale protein or transcript stable ID	
pcatodon_homolog_chromosome	Sperm whale chromosome/scaffold name	
pcatodon_homolog_chrom_start	Sperm whale chromosome/scaffold start (bp)	
pcatodon_homolog_chrom_end	Sperm whale chromosome/scaffold end (bp)	
pcatodon_homolog_canonical_transcript_protein	Query protein or transcript ID	
pcatodon_homolog_subtype	Last common ancestor with Sperm whale	
pcatodon_homolog_orthology_type	Sperm whale homology type	
pcatodon_homolog_perc_id	%id. target Sperm whale gene identical to query gene	
pcatodon_homolog_perc_id_r1	%id. query gene identical to target Sperm whale gene	
pcatodon_homolog_goc_score	Sperm whale Gene-order conservation score	
pcatodon_homolog_wga_coverage	Sperm whale Whole-genome alignment coverage	
pcatodon_homolog_orthology_confidence	Sperm whale orthology confidence [0 low, 1 high]	
apolyacanthus_homolog_ensembl_gene	Spiny chromis gene stable ID	
apolyacanthus_homolog_associated_gene_name	Spiny chromis gene name	
apolyacanthus_homolog_ensembl_peptide	Spiny chromis protein or transcript stable ID	
apolyacanthus_homolog_chromosome	Spiny chromis chromosome/scaffold name	
apolyacanthus_homolog_chrom_start	Spiny chromis chromosome/scaffold start (bp)	
apolyacanthus_homolog_chrom_end	Spiny chromis chromosome/scaffold end (bp)	
apolyacanthus_homolog_canonical_transcript_protein	Query protein or transcript ID	
apolyacanthus_homolog_subtype	Last common ancestor with Spiny chromis	
apolyacanthus_homolog_orthology_type	Spiny chromis homology type	
apolyacanthus_homolog_perc_id	%id. target Spiny chromis gene identical to query gene	
apolyacanthus_homolog_perc_id_r1	%id. query gene identical to target Spiny chromis gene	
apolyacanthus_homolog_goc_score	Spiny chromis Gene-order conservation score	
apolyacanthus_homolog_wga_coverage	Spiny chromis Whole-genome alignment coverage	
apolyacanthus_homolog_orthology_confidence	Spiny chromis orthology confidence [0 low, 1 high]	
loculatus_homolog_ensembl_gene	Spotted gar gene stable ID	
loculatus_homolog_associated_gene_name	Spotted gar gene name	
loculatus_homolog_ensembl_peptide	Spotted gar protein or transcript stable ID	
loculatus_homolog_chromosome	Spotted gar chromosome/scaffold name	
loculatus_homolog_chrom_start	Spotted gar chromosome/scaffold start (bp)	
loculatus_homolog_chrom_end	Spotted gar chromosome/scaffold end (bp)	
loculatus_homolog_canonical_transcript_protein	Query protein or transcript ID	
loculatus_homolog_subtype	Last common ancestor with Spotted gar	
loculatus_homolog_orthology_type	Spotted gar homology type	
loculatus_homolog_perc_id	%id. target Spotted gar gene identical to query gene	
loculatus_homolog_perc_id_r1	%id. query gene identical to target Spotted gar gene	
loculatus_homolog_goc_score	Spotted gar Gene-order conservation score	
loculatus_homolog_wga_coverage	Spotted gar Whole-genome alignment coverage	
loculatus_homolog_orthology_confidence	Spotted gar orthology confidence [0 low, 1 high]	
itridecemlineatus_homolog_ensembl_gene	Squirrel gene stable ID	
itridecemlineatus_homolog_associated_gene_name	Squirrel gene name	
itridecemlineatus_homolog_ensembl_peptide	Squirrel protein or transcript stable ID	
itridecemlineatus_homolog_chromosome	Squirrel chromosome/scaffold name	
itridecemlineatus_homolog_chrom_start	Squirrel chromosome/scaffold start (bp)	
itridecemlineatus_homolog_chrom_end	Squirrel chromosome/scaffold end (bp)	
itridecemlineatus_homolog_canonical_transcript_protein	Query protein or transcript ID	
itridecemlineatus_homolog_subtype	Last common ancestor with Squirrel	
itridecemlineatus_homolog_orthology_type	Squirrel homology type	
itridecemlineatus_homolog_perc_id	%id. target Squirrel gene identical to query gene	
itridecemlineatus_homolog_perc_id_r1	%id. query gene identical to target Squirrel gene	
itridecemlineatus_homolog_goc_score	Squirrel Gene-order conservation score	
itridecemlineatus_homolog_wga_coverage	Squirrel Whole-genome alignment coverage	
itridecemlineatus_homolog_orthology_confidence	Squirrel orthology confidence [0 low, 1 high]	
mspicilegus_homolog_ensembl_gene	Steppe mouse gene stable ID	
mspicilegus_homolog_associated_gene_name	Steppe mouse gene name	
mspicilegus_homolog_ensembl_peptide	Steppe mouse protein or transcript stable ID	
mspicilegus_homolog_chromosome	Steppe mouse chromosome/scaffold name	
mspicilegus_homolog_chrom_start	Steppe mouse chromosome/scaffold start (bp)	
mspicilegus_homolog_chrom_end	Steppe mouse chromosome/scaffold end (bp)	
mspicilegus_homolog_canonical_transcript_protein	Query protein or transcript ID	
mspicilegus_homolog_subtype	Last common ancestor with Steppe mouse	
mspicilegus_homolog_orthology_type	Steppe mouse homology type	
mspicilegus_homolog_perc_id	%id. target Steppe mouse gene identical to query gene	
mspicilegus_homolog_perc_id_r1	%id. query gene identical to target Steppe mouse gene	
mspicilegus_homolog_goc_score	Steppe mouse Gene-order conservation score	
mspicilegus_homolog_wga_coverage	Steppe mouse Whole-genome alignment coverage	
mspicilegus_homolog_orthology_confidence	Steppe mouse orthology confidence [0 low, 1 high]	
gaculeatus_homolog_ensembl_gene	Stickleback gene stable ID	
gaculeatus_homolog_associated_gene_name	Stickleback gene name	
gaculeatus_homolog_ensembl_peptide	Stickleback protein or transcript stable ID	
gaculeatus_homolog_chromosome	Stickleback chromosome/scaffold name	
gaculeatus_homolog_chrom_start	Stickleback chromosome/scaffold start (bp)	
gaculeatus_homolog_chrom_end	Stickleback chromosome/scaffold end (bp)	
gaculeatus_homolog_canonical_transcript_protein	Query protein or transcript ID	
gaculeatus_homolog_subtype	Last common ancestor with Stickleback	
gaculeatus_homolog_orthology_type	Stickleback homology type	
gaculeatus_homolog_perc_id	%id. target Stickleback gene identical to query gene	
gaculeatus_homolog_perc_id_r1	%id. query gene identical to target Stickleback gene	
gaculeatus_homolog_goc_score	Stickleback Gene-order conservation score	
gaculeatus_homolog_wga_coverage	Stickleback Whole-genome alignment coverage	
gaculeatus_homolog_orthology_confidence	Stickleback orthology confidence [0 low, 1 high]	
pabelii_homolog_ensembl_gene	Sumatran orangutan gene stable ID	
pabelii_homolog_associated_gene_name	Sumatran orangutan gene name	
pabelii_homolog_ensembl_peptide	Sumatran orangutan protein or transcript stable ID	
pabelii_homolog_chromosome	Sumatran orangutan chromosome/scaffold name	
pabelii_homolog_chrom_start	Sumatran orangutan chromosome/scaffold start (bp)	
pabelii_homolog_chrom_end	Sumatran orangutan chromosome/scaffold end (bp)	
pabelii_homolog_canonical_transcript_protein	Query protein or transcript ID	
pabelii_homolog_subtype	Last common ancestor with Sumatran orangutan	
pabelii_homolog_orthology_type	Sumatran orangutan homology type	
pabelii_homolog_perc_id	%id. target Sumatran orangutan gene identical to query gene	
pabelii_homolog_perc_id_r1	%id. query gene identical to target Sumatran orangutan gene	
pabelii_homolog_goc_score	Sumatran orangutan Gene-order conservation score	
pabelii_homolog_wga_coverage	Sumatran orangutan Whole-genome alignment coverage	
pabelii_homolog_orthology_confidence	Sumatran orangutan orthology confidence [0 low, 1 high]	
csyrichta_homolog_ensembl_gene	Tarsier gene stable ID	
csyrichta_homolog_associated_gene_name	Tarsier gene name	
csyrichta_homolog_ensembl_peptide	Tarsier protein or transcript stable ID	
csyrichta_homolog_chromosome	Tarsier chromosome/scaffold name	
csyrichta_homolog_chrom_start	Tarsier chromosome/scaffold start (bp)	
csyrichta_homolog_chrom_end	Tarsier chromosome/scaffold end (bp)	
csyrichta_homolog_canonical_transcript_protein	Query protein or transcript ID	
csyrichta_homolog_subtype	Last common ancestor with Tarsier	
csyrichta_homolog_orthology_type	Tarsier homology type	
csyrichta_homolog_perc_id	%id. target Tarsier gene identical to query gene	
csyrichta_homolog_perc_id_r1	%id. query gene identical to target Tarsier gene	
csyrichta_homolog_goc_score	Tarsier Gene-order conservation score	
csyrichta_homolog_wga_coverage	Tarsier Whole-genome alignment coverage	
csyrichta_homolog_orthology_confidence	Tarsier orthology confidence [0 low, 1 high]	
sharrisii_homolog_ensembl_gene	Tasmanian devil gene stable ID	
sharrisii_homolog_associated_gene_name	Tasmanian devil gene name	
sharrisii_homolog_ensembl_peptide	Tasmanian devil protein or transcript stable ID	
sharrisii_homolog_chromosome	Tasmanian devil chromosome/scaffold name	
sharrisii_homolog_chrom_start	Tasmanian devil chromosome/scaffold start (bp)	
sharrisii_homolog_chrom_end	Tasmanian devil chromosome/scaffold end (bp)	
sharrisii_homolog_canonical_transcript_protein	Query protein or transcript ID	
sharrisii_homolog_subtype	Last common ancestor with Tasmanian devil	
sharrisii_homolog_orthology_type	Tasmanian devil homology type	
sharrisii_homolog_perc_id	%id. target Tasmanian devil gene identical to query gene	
sharrisii_homolog_perc_id_r1	%id. query gene identical to target Tasmanian devil gene	
sharrisii_homolog_goc_score	Tasmanian devil Gene-order conservation score	
sharrisii_homolog_orthology_confidence	Tasmanian devil orthology confidence [0 low, 1 high]	
tnigroviridis_homolog_ensembl_gene	Tetraodon gene stable ID	
tnigroviridis_homolog_associated_gene_name	Tetraodon gene name	
tnigroviridis_homolog_ensembl_peptide	Tetraodon protein or transcript stable ID	
tnigroviridis_homolog_chromosome	Tetraodon chromosome/scaffold name	
tnigroviridis_homolog_chrom_start	Tetraodon chromosome/scaffold start (bp)	
tnigroviridis_homolog_chrom_end	Tetraodon chromosome/scaffold end (bp)	
tnigroviridis_homolog_canonical_transcript_protein	Query protein or transcript ID	
tnigroviridis_homolog_subtype	Last common ancestor with Tetraodon	
tnigroviridis_homolog_orthology_type	Tetraodon homology type	
tnigroviridis_homolog_perc_id	%id. target Tetraodon gene identical to query gene	
tnigroviridis_homolog_perc_id_r1	%id. query gene identical to target Tetraodon gene	
tnigroviridis_homolog_goc_score	Tetraodon Gene-order conservation score	
tnigroviridis_homolog_wga_coverage	Tetraodon Whole-genome alignment coverage	
tnigroviridis_homolog_orthology_confidence	Tetraodon orthology confidence [0 low, 1 high]	
tctriunguis_homolog_ensembl_gene	Three-toed box turtle gene stable ID	
tctriunguis_homolog_associated_gene_name	Three-toed box turtle gene name	
tctriunguis_homolog_ensembl_peptide	Three-toed box turtle protein or transcript stable ID	
tctriunguis_homolog_chromosome	Three-toed box turtle chromosome/scaffold name	
tctriunguis_homolog_chrom_start	Three-toed box turtle chromosome/scaffold start (bp)	
tctriunguis_homolog_chrom_end	Three-toed box turtle chromosome/scaffold end (bp)	
tctriunguis_homolog_canonical_transcript_protein	Query protein or transcript ID	
tctriunguis_homolog_subtype	Last common ancestor with Three-toed box turtle	
tctriunguis_homolog_orthology_type	Three-toed box turtle homology type	
tctriunguis_homolog_perc_id	%id. target Three-toed box turtle gene identical to query gene	
tctriunguis_homolog_perc_id_r1	%id. query gene identical to target Three-toed box turtle gene	
tctriunguis_homolog_goc_score	Three-toed box turtle Gene-order conservation score	
tctriunguis_homolog_wga_coverage	Three-toed box turtle Whole-genome alignment coverage	
tctriunguis_homolog_orthology_confidence	Three-toed box turtle orthology confidence [0 low, 1 high]	
ptaltaica_homolog_ensembl_gene	Tiger gene stable ID	
ptaltaica_homolog_associated_gene_name	Tiger gene name	
ptaltaica_homolog_ensembl_peptide	Tiger protein or transcript stable ID	
ptaltaica_homolog_chromosome	Tiger chromosome/scaffold name	
ptaltaica_homolog_chrom_start	Tiger chromosome/scaffold start (bp)	
ptaltaica_homolog_chrom_end	Tiger chromosome/scaffold end (bp)	
ptaltaica_homolog_canonical_transcript_protein	Query protein or transcript ID	
ptaltaica_homolog_subtype	Last common ancestor with Tiger	
ptaltaica_homolog_orthology_type	Tiger homology type	
ptaltaica_homolog_perc_id	%id. target Tiger gene identical to query gene	
ptaltaica_homolog_perc_id_r1	%id. query gene identical to target Tiger gene	
ptaltaica_homolog_goc_score	Tiger Gene-order conservation score	
ptaltaica_homolog_wga_coverage	Tiger Whole-genome alignment coverage	
ptaltaica_homolog_orthology_confidence	Tiger orthology confidence [0 low, 1 high]	
hcomes_homolog_ensembl_gene	Tiger tail seahorse gene stable ID	
hcomes_homolog_associated_gene_name	Tiger tail seahorse gene name	
hcomes_homolog_ensembl_peptide	Tiger tail seahorse protein or transcript stable ID	
hcomes_homolog_chromosome	Tiger tail seahorse chromosome/scaffold name	
hcomes_homolog_chrom_start	Tiger tail seahorse chromosome/scaffold start (bp)	
hcomes_homolog_chrom_end	Tiger tail seahorse chromosome/scaffold end (bp)	
hcomes_homolog_canonical_transcript_protein	Query protein or transcript ID	
hcomes_homolog_subtype	Last common ancestor with Tiger tail seahorse	
hcomes_homolog_orthology_type	Tiger tail seahorse homology type	
hcomes_homolog_perc_id	%id. target Tiger tail seahorse gene identical to query gene	
hcomes_homolog_perc_id_r1	%id. query gene identical to target Tiger tail seahorse gene	
hcomes_homolog_goc_score	Tiger tail seahorse Gene-order conservation score	
hcomes_homolog_wga_coverage	Tiger tail seahorse Whole-genome alignment coverage	
hcomes_homolog_orthology_confidence	Tiger tail seahorse orthology confidence [0 low, 1 high]	
csemilaevis_homolog_ensembl_gene	Tongue sole gene stable ID	
csemilaevis_homolog_associated_gene_name	Tongue sole gene name	
csemilaevis_homolog_ensembl_peptide	Tongue sole protein or transcript stable ID	
csemilaevis_homolog_chromosome	Tongue sole chromosome/scaffold name	
csemilaevis_homolog_chrom_start	Tongue sole chromosome/scaffold start (bp)	
csemilaevis_homolog_chrom_end	Tongue sole chromosome/scaffold end (bp)	
csemilaevis_homolog_canonical_transcript_protein	Query protein or transcript ID	
csemilaevis_homolog_subtype	Last common ancestor with Tongue sole	
csemilaevis_homolog_orthology_type	Tongue sole homology type	
csemilaevis_homolog_perc_id	%id. target Tongue sole gene identical to query gene	
csemilaevis_homolog_perc_id_r1	%id. query gene identical to target Tongue sole gene	
csemilaevis_homolog_goc_score	Tongue sole Gene-order conservation score	
csemilaevis_homolog_wga_coverage	Tongue sole Whole-genome alignment coverage	
csemilaevis_homolog_orthology_confidence	Tongue sole orthology confidence [0 low, 1 high]	
tbelangeri_homolog_ensembl_gene	Tree Shrew gene stable ID	
tbelangeri_homolog_associated_gene_name	Tree Shrew gene name	
tbelangeri_homolog_ensembl_peptide	Tree Shrew protein or transcript stable ID	
tbelangeri_homolog_chromosome	Tree Shrew chromosome/scaffold name	
tbelangeri_homolog_chrom_start	Tree Shrew chromosome/scaffold start (bp)	
tbelangeri_homolog_chrom_end	Tree Shrew chromosome/scaffold end (bp)	
tbelangeri_homolog_canonical_transcript_protein	Query protein or transcript ID	
tbelangeri_homolog_subtype	Last common ancestor with Tree Shrew	
tbelangeri_homolog_orthology_type	Tree Shrew homology type	
tbelangeri_homolog_perc_id	%id. target Tree Shrew gene identical to query gene	
tbelangeri_homolog_perc_id_r1	%id. query gene identical to target Tree Shrew gene	
tbelangeri_homolog_goc_score	Tree Shrew Gene-order conservation score	
tbelangeri_homolog_wga_coverage	Tree Shrew Whole-genome alignment coverage	
tbelangeri_homolog_orthology_confidence	Tree Shrew orthology confidence [0 low, 1 high]	
xtropicalis_homolog_ensembl_gene	Tropical clawed frog gene stable ID	
xtropicalis_homolog_associated_gene_name	Tropical clawed frog gene name	
xtropicalis_homolog_ensembl_peptide	Tropical clawed frog protein or transcript stable ID	
xtropicalis_homolog_chromosome	Tropical clawed frog chromosome/scaffold name	
xtropicalis_homolog_chrom_start	Tropical clawed frog chromosome/scaffold start (bp)	
xtropicalis_homolog_chrom_end	Tropical clawed frog chromosome/scaffold end (bp)	
xtropicalis_homolog_canonical_transcript_protein	Query protein or transcript ID	
xtropicalis_homolog_subtype	Last common ancestor with Tropical clawed frog	
xtropicalis_homolog_orthology_type	Tropical clawed frog homology type	
xtropicalis_homolog_perc_id	%id. target Tropical clawed frog gene identical to query gene	
xtropicalis_homolog_perc_id_r1	%id. query gene identical to target Tropical clawed frog gene	
xtropicalis_homolog_goc_score	Tropical clawed frog Gene-order conservation score	
xtropicalis_homolog_orthology_confidence	Tropical clawed frog orthology confidence [0 low, 1 high]	
spunctatus_homolog_ensembl_gene	Tuatara gene stable ID	
spunctatus_homolog_associated_gene_name	Tuatara gene name	
spunctatus_homolog_ensembl_peptide	Tuatara protein or transcript stable ID	
spunctatus_homolog_chromosome	Tuatara chromosome/scaffold name	
spunctatus_homolog_chrom_start	Tuatara chromosome/scaffold start (bp)	
spunctatus_homolog_chrom_end	Tuatara chromosome/scaffold end (bp)	
spunctatus_homolog_canonical_transcript_protein	Query protein or transcript ID	
spunctatus_homolog_subtype	Last common ancestor with Tuatara	
spunctatus_homolog_orthology_type	Tuatara homology type	
spunctatus_homolog_perc_id	%id. target Tuatara gene identical to query gene	
spunctatus_homolog_perc_id_r1	%id. query gene identical to target Tuatara gene	
spunctatus_homolog_goc_score	Tuatara Gene-order conservation score	
spunctatus_homolog_wga_coverage	Tuatara Whole-genome alignment coverage	
spunctatus_homolog_orthology_confidence	Tuatara orthology confidence [0 low, 1 high]	
smaximus_homolog_ensembl_gene	Turbot gene stable ID	
smaximus_homolog_associated_gene_name	Turbot gene name	
smaximus_homolog_ensembl_peptide	Turbot protein or transcript stable ID	
smaximus_homolog_chromosome	Turbot chromosome/scaffold name	
smaximus_homolog_chrom_start	Turbot chromosome/scaffold start (bp)	
smaximus_homolog_chrom_end	Turbot chromosome/scaffold end (bp)	
smaximus_homolog_canonical_transcript_protein	Query protein or transcript ID	
smaximus_homolog_subtype	Last common ancestor with Turbot	
smaximus_homolog_orthology_type	Turbot homology type	
smaximus_homolog_perc_id	%id. target Turbot gene identical to query gene	
smaximus_homolog_perc_id_r1	%id. query gene identical to target Turbot gene	
smaximus_homolog_goc_score	Turbot Gene-order conservation score	
smaximus_homolog_orthology_confidence	Turbot orthology confidence [0 low, 1 high]	
mgallopavo_homolog_ensembl_gene	Turkey gene stable ID	
mgallopavo_homolog_associated_gene_name	Turkey gene name	
mgallopavo_homolog_ensembl_peptide	Turkey protein or transcript stable ID	
mgallopavo_homolog_chromosome	Turkey chromosome/scaffold name	
mgallopavo_homolog_chrom_start	Turkey chromosome/scaffold start (bp)	
mgallopavo_homolog_chrom_end	Turkey chromosome/scaffold end (bp)	
mgallopavo_homolog_canonical_transcript_protein	Query protein or transcript ID	
mgallopavo_homolog_subtype	Last common ancestor with Turkey	
mgallopavo_homolog_orthology_type	Turkey homology type	
mgallopavo_homolog_perc_id	%id. target Turkey gene identical to query gene	
mgallopavo_homolog_perc_id_r1	%id. query gene identical to target Turkey gene	
mgallopavo_homolog_goc_score	Turkey Gene-order conservation score	
mgallopavo_homolog_orthology_confidence	Turkey orthology confidence [0 low, 1 high]	
nfurzeri_homolog_ensembl_gene	Turquoise killifish gene stable ID	
nfurzeri_homolog_associated_gene_name	Turquoise killifish gene name	
nfurzeri_homolog_ensembl_peptide	Turquoise killifish protein or transcript stable ID	
nfurzeri_homolog_chromosome	Turquoise killifish chromosome/scaffold name	
nfurzeri_homolog_chrom_start	Turquoise killifish chromosome/scaffold start (bp)	
nfurzeri_homolog_chrom_end	Turquoise killifish chromosome/scaffold end (bp)	
nfurzeri_homolog_canonical_transcript_protein	Query protein or transcript ID	
nfurzeri_homolog_subtype	Last common ancestor with Turquoise killifish	
nfurzeri_homolog_orthology_type	Turquoise killifish homology type	
nfurzeri_homolog_perc_id	%id. target Turquoise killifish gene identical to query gene	
nfurzeri_homolog_perc_id_r1	%id. query gene identical to target Turquoise killifish gene	
nfurzeri_homolog_goc_score	Turquoise killifish Gene-order conservation score	
nfurzeri_homolog_wga_coverage	Turquoise killifish Whole-genome alignment coverage	
nfurzeri_homolog_orthology_confidence	Turquoise killifish orthology confidence [0 low, 1 high]	
ngalili_homolog_ensembl_gene	Upper Galilee mountains blind mole rat gene stable ID	
ngalili_homolog_associated_gene_name	Upper Galilee mountains blind mole rat gene name	
ngalili_homolog_ensembl_peptide	Upper Galilee mountains blind mole rat protein or transcript stable ID	
ngalili_homolog_chromosome	Upper Galilee mountains blind mole rat chromosome/scaffold name	
ngalili_homolog_chrom_start	Upper Galilee mountains blind mole rat chromosome/scaffold start (bp)	
ngalili_homolog_chrom_end	Upper Galilee mountains blind mole rat chromosome/scaffold end (bp)	
ngalili_homolog_canonical_transcript_protein	Query protein or transcript ID	
ngalili_homolog_subtype	Last common ancestor with Upper Galilee mountains blind mole rat	
ngalili_homolog_orthology_type	Upper Galilee mountains blind mole rat homology type	
ngalili_homolog_perc_id	%id. target Upper Galilee mountains blind mole rat gene identical to query gene	
ngalili_homolog_perc_id_r1	%id. query gene identical to target Upper Galilee mountains blind mole rat gene	
ngalili_homolog_goc_score	Upper Galilee mountains blind mole rat Gene-order conservation score	
ngalili_homolog_wga_coverage	Upper Galilee mountains blind mole rat Whole-genome alignment coverage	
ngalili_homolog_orthology_confidence	Upper Galilee mountains blind mole rat orthology confidence [0 low, 1 high]	
psinus_homolog_ensembl_gene	Vaquita gene stable ID	
psinus_homolog_associated_gene_name	Vaquita gene name	
psinus_homolog_ensembl_peptide	Vaquita protein or transcript stable ID	
psinus_homolog_chromosome	Vaquita chromosome/scaffold name	
psinus_homolog_chrom_start	Vaquita chromosome/scaffold start (bp)	
psinus_homolog_chrom_end	Vaquita chromosome/scaffold end (bp)	
psinus_homolog_canonical_transcript_protein	Query protein or transcript ID	
psinus_homolog_subtype	Last common ancestor with Vaquita	
psinus_homolog_orthology_type	Vaquita homology type	
psinus_homolog_perc_id	%id. target Vaquita gene identical to query gene	
psinus_homolog_perc_id_r1	%id. query gene identical to target Vaquita gene	
psinus_homolog_goc_score	Vaquita Gene-order conservation score	
psinus_homolog_wga_coverage	Vaquita Whole-genome alignment coverage	
psinus_homolog_orthology_confidence	Vaquita orthology confidence [0 low, 1 high]	
csabaeus_homolog_ensembl_gene	Vervet-AGM gene stable ID	
csabaeus_homolog_associated_gene_name	Vervet-AGM gene name	
csabaeus_homolog_ensembl_peptide	Vervet-AGM protein or transcript stable ID	
